HGNC symbol,Gene stable ID
GADD45G,ENSG00000130222
ZNF214,ENSG00000149050
GSDME,ENSG00000105928
TCF4-AS1,ENSG00000267028
MIR4529,ENSG00000264571
RPL21P126,ENSG00000242320
PEX2,ENSG00000164751
,ENSG00000267172
,ENSG00000275900
,ENSG00000266184
SNX18P23,ENSG00000250016
AQP4,ENSG00000171885
,ENSG00000198277
PTK6,ENSG00000101213
MTCO3P28,ENSG00000248328
TECRL,ENSG00000205678
,ENSG00000255558
MUC5AC,ENSG00000215182
CDRT15P7,ENSG00000268951
,ENSG00000233713
,ENSG00000277412
FNDC11,ENSG00000125531
,ENSG00000214908
,ENSG00000273806
,ENSG00000253147
SDR42E1P4,ENSG00000273849
OLIG2,ENSG00000205927
ASS1P3,ENSG00000233947
,ENSG00000237072
PA2G4P6,ENSG00000231799
OR7E31P,ENSG00000185074
SDR42E1P3,ENSG00000234276
,ENSG00000276149
PXDNL,ENSG00000147485
MTND3P4,ENSG00000230302
NOP9,ENSG00000285326
RNU1-94P,ENSG00000199497
,ENSG00000267412
PDRG1,ENSG00000088356
,ENSG00000267205
,ENSG00000276277
INSR,ENSG00000171105
LINC00583,ENSG00000205636
,ENSG00000230161
,ENSG00000270909
IL6RP1,ENSG00000234910
,ENSG00000236005
RBPJP2,ENSG00000274181
,ENSG00000233727
TEX10,ENSG00000136891
OLIG1,ENSG00000184221
TFF3,ENSG00000160180
CDH10,ENSG00000040731
,ENSG00000260580
XKR7,ENSG00000260903
,ENSG00000285613
,ENSG00000260741
LINC01177,ENSG00000261397
,ENSG00000279410
POTED,ENSG00000166351
,ENSG00000280283
,ENSG00000261482
PCMTD1P2,ENSG00000260087
,ENSG00000278012
,ENSG00000280400
,ENSG00000278389
,ENSG00000226239
,ENSG00000261759
RNA5SP481,ENSG00000252623
,ENSG00000283065
CCM2L,ENSG00000101331
DUX4L46,ENSG00000259987
PDCL3P1,ENSG00000226301
,ENSG00000260109
,ENSG00000259990
,ENSG00000254136
IGLV8OR8-1,ENSG00000215177
RPL3P9,ENSG00000240540
NPTN,ENSG00000156642
DUX4L47,ENSG00000260207
,ENSG00000251354
NETO2,ENSG00000171208
ZFHX4,ENSG00000091656
LINC02483,ENSG00000251383
RPL36AP40,ENSG00000240298
SNX18P24,ENSG00000251539
RBMXL2,ENSG00000170748
,ENSG00000249330
,ENSG00000251334
,ENSG00000279918
ANO3,ENSG00000134343
EXOC5P1,ENSG00000180673
,ENSG00000250030
RNA5SP482,ENSG00000212571
,ENSG00000267504
,ENSG00000275576
LDHAP1,ENSG00000251587
RSL24D1P6,ENSG00000224452
,ENSG00000277837
PLAGL2,ENSG00000126003
SRIP1,ENSG00000248660
THAP12P9,ENSG00000248320
ONECUT2,ENSG00000119547
,ENSG00000249441
,ENSG00000250333
,ENSG00000271958
SLC34A2,ENSG00000157765
,ENSG00000278703
MIR1825,ENSG00000284125
,ENSG00000285382
NARS1,ENSG00000134440
CIDEB,ENSG00000285199
BAK1P1,ENSG00000175730
MAPRE1,ENSG00000101367
UMODL1,ENSG00000177398
,ENSG00000249927
,ENSG00000250619
,ENSG00000248624
,ENSG00000248286
,ENSG00000277878
,ENSG00000260786
,ENSG00000229379
,ENSG00000280185
RPL21P75,ENSG00000213860
GPX8,ENSG00000164294
,ENSG00000260257
PROCR,ENSG00000101000
OSBPL3,ENSG00000070882
,ENSG00000277598
GRIN3A,ENSG00000198785
ZZEF1,ENSG00000074755
RNA5SP483,ENSG00000200301
ISL1,ENSG00000016082
LTB4R2,ENSG00000285203
MMP24OS,ENSG00000126005
,ENSG00000254204
,ENSG00000254051
MRPL9P1,ENSG00000254305
CLVS1,ENSG00000177182
LTB4R,ENSG00000285456
,ENSG00000262561
PPP1R1AP2,ENSG00000261084
CELF5,ENSG00000161082
METTL22,ENSG00000067365
NBEA,ENSG00000172915
MT1P3,ENSG00000229230
RPL7AP46,ENSG00000233555
MMP24,ENSG00000125966
CYLC2,ENSG00000155833
RPL23AP39,ENSG00000214074
ADCY4,ENSG00000284814
CHL1-AS1,ENSG00000234661
PTPN21,ENSG00000070778
,ENSG00000274297
FEM1B,ENSG00000169018
,ENSG00000223727
SETDB2,ENSG00000136169
,ENSG00000225460
OR7E116P,ENSG00000225072
TMEM38B,ENSG00000095209
,ENSG00000285969
,ENSG00000249289
WNT7A,ENSG00000154764
,ENSG00000280305
,ENSG00000248349
ANKH,ENSG00000154122
ARMC1,ENSG00000104442
SNRPGP14,ENSG00000236577
NMT2,ENSG00000152465
PHF11,ENSG00000136147
PML,ENSG00000140464
,ENSG00000279253
,ENSG00000261582
FAM83C,ENSG00000125998
,ENSG00000278988
BARX1,ENSG00000131668
JARID2-AS1,ENSG00000235488
,ENSG00000287347
IMPDH1P9,ENSG00000218976
,ENSG00000236159
,ENSG00000286240
DSN1,ENSG00000149636
TPMT,ENSG00000137364
MESTP3,ENSG00000250927
RPS26P24,ENSG00000243920
,ENSG00000275959
,ENSG00000249729
,ENSG00000250703
ATP8B1,ENSG00000081923
,ENSG00000248148
UGT2B10,ENSG00000109181
ADH5P5,ENSG00000234865
,ENSG00000250118
GCSHP1,ENSG00000248651
RPL21P56,ENSG00000241739
,ENSG00000249404
,ENSG00000278485
,ENSG00000251189
LINC02578,ENSG00000235201
AK4P2,ENSG00000249410
GAPDHP26,ENSG00000229541
CLEC7A,ENSG00000172243
CHL1,ENSG00000134121
MTND2P9,ENSG00000225901
,ENSG00000224267
NPR3,ENSG00000113389
TUBB4BP6,ENSG00000231166
,ENSG00000228366
ARL2BPP7,ENSG00000230418
SLC25A6P2,ENSG00000232203
BNIP3P4,ENSG00000271225
IGKV1OR-2,ENSG00000156755
SYNDIG1L,ENSG00000183379
,ENSG00000251055
KRT18P66,ENSG00000235626
,ENSG00000251048
NINJ1,ENSG00000131669
OCIAD1-AS1,ENSG00000248256
,ENSG00000258507
SNX18P25,ENSG00000249337
,ENSG00000285998
CYCSP25,ENSG00000255370
KCTD8,ENSG00000183783
,ENSG00000271491
,ENSG00000255351
SYT9,ENSG00000170743
HMGB1P44,ENSG00000248956
MTND3P5,ENSG00000251353
DUX4L45,ENSG00000261440
MTCO1P2,ENSG00000259045
MTND6P16,ENSG00000249893
,ENSG00000261507
HNRNPA1P58,ENSG00000219582
HNRNPA1P67,ENSG00000270665
TMX1,ENSG00000139921
,ENSG00000262011
RPL29P17,ENSG00000229700
TCERG1P2,ENSG00000260675
,ENSG00000279415
VAV1,ENSG00000141968
SDAD1,ENSG00000198301
CAGE1,ENSG00000164304
,ENSG00000198555
UPRT,ENSG00000094841
EEF1A1P38,ENSG00000261557
,ENSG00000261427
MIR185,ENSG00000208023
,ENSG00000236540
,ENSG00000261197
,ENSG00000228480
,ENSG00000261130
LINC02745,ENSG00000255300
,ENSG00000268292
,ENSG00000277950
MIR3618,ENSG00000284140
MIR1306,ENSG00000284464
,ENSG00000243762
,ENSG00000261782
CRK,ENSG00000167193
,ENSG00000227068
MIR6816,ENSG00000278278
SNORA77B,ENSG00000264346
,ENSG00000260405
ZDHHC8,ENSG00000099904
,ENSG00000253216
TMF1P1,ENSG00000262235
,ENSG00000278382
,ENSG00000255018
LINC00273,ENSG00000256642
,ENSG00000238149
,ENSG00000287185
CSNK2A3,ENSG00000254598
XKR9,ENSG00000221947
,ENSG00000255454
,ENSG00000254540
LONP2,ENSG00000102910
RNU6-742P,ENSG00000202159
VPS13A,ENSG00000197969
RSL24D1P11,ENSG00000231544
FANCF,ENSG00000183161
LINC01897,ENSG00000267209
RPSAP3,ENSG00000242952
SPON1-AS1,ENSG00000254418
LINC00520,ENSG00000258791
HMGN1P30,ENSG00000235028
,ENSG00000267675
,ENSG00000274363
MIR122,ENSG00000284440
MIR3591,ENSG00000207778
DNAAF11P1,ENSG00000254784
,ENSG00000276403
,ENSG00000262961
,ENSG00000263165
ALPK2,ENSG00000198796
,ENSG00000286275
,ENSG00000255281
ZNF287,ENSG00000141040
SERGEF,ENSG00000129158
,ENSG00000233703
LINC02120,ENSG00000248279
CCAR1,ENSG00000060339
,ENSG00000253340
,ENSG00000248378
,ENSG00000249579
,ENSG00000254330
,ENSG00000278734
GCNT1P2,ENSG00000249206
PAG1,ENSG00000076641
FST,ENSG00000134363
MTCYBP27,ENSG00000259012
,ENSG00000274354
EEF1A1P2,ENSG00000258841
,ENSG00000267257
,ENSG00000259969
YWHAQP1,ENSG00000258934
RCBTB1,ENSG00000136144
SNORA108,ENSG00000252284
,ENSG00000259007
RPL9P31,ENSG00000239659
TUBB4BP8,ENSG00000227521
,ENSG00000277801
,ENSG00000213315
MRPL37P1,ENSG00000266946
,ENSG00000267705
,ENSG00000226484
RTRAF,ENSG00000087302
,ENSG00000284837
,ENSG00000267501
RNU6-219P,ENSG00000201598
,ENSG00000199713
,ENSG00000286430
RYKP1,ENSG00000263219
RNU2-69P,ENSG00000251870
,ENSG00000265511
,ENSG00000254177
,ENSG00000286743
,ENSG00000232576
,ENSG00000288711
,ENSG00000228984
,ENSG00000285471
PTPRM,ENSG00000173482
SETP4,ENSG00000237211
VENTXP6,ENSG00000254105
USP25,ENSG00000155313
LRRC75A,ENSG00000181350
,ENSG00000272264
,ENSG00000274022
COX6CP8,ENSG00000253231
MTND2P25,ENSG00000228182
HDX,ENSG00000165259
MANSC1,ENSG00000111261
SULF1,ENSG00000137573
CCDC188,ENSG00000234409
KRT18P62,ENSG00000233471
,ENSG00000287146
HIRA,ENSG00000100084
OTUD4P1,ENSG00000118976
HNRNPABP1,ENSG00000255734
RPL34P31,ENSG00000239223
,ENSG00000255973
RPSAP51,ENSG00000244131
UQCRBP3,ENSG00000249928
,ENSG00000256626
,ENSG00000252128
SKA3,ENSG00000165480
,ENSG00000279470
,ENSG00000250764
,ENSG00000287947
A2ML1,ENSG00000166535
WSB1,ENSG00000109046
GHR,ENSG00000112964
,ENSG00000285511
RIPK3,ENSG00000285379
MRPL57,ENSG00000173141
,ENSG00000271250
ZBTB46,ENSG00000130584
GRK6P1,ENSG00000215571
RNA5SP25,ENSG00000222747
ZDHHC20-IT1,ENSG00000236953
H2BP6,ENSG00000226908
MICU2,ENSG00000165487
CTDSPL2P1,ENSG00000236988
CALM1P1,ENSG00000223467
CORO1CP1,ENSG00000270268
EIF3MP1,ENSG00000236365
UBE2V1P7,ENSG00000235061
CYCSP43,ENSG00000231706
UBE2V1P9,ENSG00000229667
PABPC5,ENSG00000174740
FOXN3-AS1,ENSG00000258920
AKAP6,ENSG00000151320
PABPC1L2A,ENSG00000186288
GDAP1L1,ENSG00000124194
SRIP2,ENSG00000224065
ARL13A,ENSG00000174225
,ENSG00000278102
FOXC1,ENSG00000054598
,ENSG00000285386
NHLRC1,ENSG00000187566
NFATC4,ENSG00000285485
CDYL,ENSG00000153046
,ENSG00000279620
RPL23AP72,ENSG00000239840
FNTAP2,ENSG00000230022
RNU6-59P,ENSG00000207518
MPV17L,ENSG00000156968
RPS7P10,ENSG00000226525
FGF9,ENSG00000102678
RN7SL766P,ENSG00000244197
ALG5,ENSG00000120697
EEF1A1P15,ENSG00000213704
,ENSG00000260566
,ENSG00000285882
,ENSG00000279509
,ENSG00000279729
BRWD3,ENSG00000165288
ITFG1,ENSG00000129636
,ENSG00000287154
SEC63P2,ENSG00000250416
,ENSG00000237961
LINC02493,ENSG00000250819
SLIRPP2,ENSG00000249277
COX7B2,ENSG00000170516
,ENSG00000278035
MYL9,ENSG00000101335
CAT,ENSG00000121691
,ENSG00000286097
,ENSG00000260918
,ENSG00000249547
UGT2B11,ENSG00000213759
RPL36AP25,ENSG00000225832
,ENSG00000280443
MBOAT1,ENSG00000172197
,ENSG00000203498
E2F4P1,ENSG00000231276
SHROOM3,ENSG00000138771
RIOK1,ENSG00000124784
SSTR1,ENSG00000139874
EXOSC8,ENSG00000120699
,ENSG00000273986
CIAO2AP1,ENSG00000234048
COPS8P1,ENSG00000271290
,ENSG00000287990
TGIF2,ENSG00000118707
MTND4P33,ENSG00000258762
RN7SL168P,ENSG00000244296
UFD1,ENSG00000070010
RPL31P20,ENSG00000229756
RPSAP15,ENSG00000237506
CDH9,ENSG00000113100
DYNC1LI1,ENSG00000144635
,ENSG00000287223
EIF4A1P10,ENSG00000229132
PEMT,ENSG00000133027
CEP128,ENSG00000100629
SHC1P1,ENSG00000230889
EDA,ENSG00000158813
,ENSG00000267749
FTLP5,ENSG00000266989
ZFR2,ENSG00000105278
TGIF2-RAB5IF,ENSG00000259399
SLA2,ENSG00000101082
WIZP1,ENSG00000255293
,ENSG00000251599
ADAMTS12,ENSG00000151388
,ENSG00000238257
CHM,ENSG00000188419
KRTAP8-2P,ENSG00000233036
KRTAP8-3P,ENSG00000227840
KRTAP8-1,ENSG00000183640
SCD5,ENSG00000145284
ZNF143,ENSG00000166478
KRTAP7-1,ENSG00000274749
KRTAP11-1,ENSG00000182591
SNX13,ENSG00000071189
KRTAP19-8,ENSG00000206102
UBE3AP2,ENSG00000228941
,ENSG00000286643
MTRES1P2,ENSG00000237325
TIAM1-AS1,ENSG00000237594
FBXW11P1,ENSG00000230870
SOD1,ENSG00000142168
,ENSG00000267139
,ENSG00000267214
,ENSG00000269425
,ENSG00000233848
HNRNPA3P2,ENSG00000227688
ZNF77,ENSG00000175691
,ENSG00000278736
WBP1LP12,ENSG00000271530
,ENSG00000202255
NUP93,ENSG00000102900
MRPS26,ENSG00000125901
RPL21P100,ENSG00000242405
L3MBTL4,ENSG00000154655
KLF3,ENSG00000109787
,ENSG00000256627
ZNF318,ENSG00000171467
,ENSG00000256450
BCAT1,ENSG00000060982
OXT,ENSG00000101405
GNA11,ENSG00000088256
NAA11,ENSG00000156269
AVP,ENSG00000101200
,ENSG00000238390
,ENSG00000273271
HMGN1P2,ENSG00000229046
,ENSG00000273091
EVC2,ENSG00000173040
DOP1B,ENSG00000142197
STAU2P1,ENSG00000227581
,ENSG00000259499
HNRNPA1P25,ENSG00000231206
,ENSG00000288059
PPATP2,ENSG00000271433
HNRNPDLP3,ENSG00000236185
FCF1P9,ENSG00000231478
SALRNA3,ENSG00000281264
,ENSG00000283163
,ENSG00000259503
RPS29P28,ENSG00000232069
TEX101P1,ENSG00000270308
,ENSG00000259656
STIP1P3,ENSG00000225536
KAT7P1,ENSG00000232842
ALDH1A2,ENSG00000128918
B3GNT2P1,ENSG00000229946
,ENSG00000231875
POF1B,ENSG00000124429
LINC00400,ENSG00000229928
RN7SL555P,ENSG00000263905
,ENSG00000276569
UBOX5,ENSG00000185019
ENOX1,ENSG00000120658
,ENSG00000274844
MESTP4,ENSG00000215004
,ENSG00000287720
DAAM2,ENSG00000146122
RPSAP32,ENSG00000238075
C3orf20,ENSG00000131379
LINC02225,ENSG00000249584
MCIDAS,ENSG00000234602
KLHL4,ENSG00000102271
OR7K1P,ENSG00000258275
DDRGK1,ENSG00000198171
ARMH4,ENSG00000139971
,ENSG00000279825
MFSD1P1,ENSG00000261868
,ENSG00000279200
RPS16P8,ENSG00000213664
BTBD2,ENSG00000133243
,ENSG00000283417
SYPL1P2,ENSG00000265683
,ENSG00000266803
,ENSG00000279674
CPD,ENSG00000108582
RPL36P19,ENSG00000232540
ENOX1-AS1,ENSG00000233821
,ENSG00000287842
,ENSG00000287029
,ENSG00000270522
CCDC122,ENSG00000151773
,ENSG00000248878
,ENSG00000213956
UGT3A1,ENSG00000145626
,ENSG00000273300
,ENSG00000273212
CDC45,ENSG00000093009
ST8SIA5,ENSG00000101638
,ENSG00000274001
LACC1,ENSG00000179630
,ENSG00000258749
,ENSG00000258506
DNAJC19P9,ENSG00000258608
,ENSG00000258519
NRDE2,ENSG00000119720
FAM32CP,ENSG00000213525
,ENSG00000223565
,ENSG00000226163
ZWINT,ENSG00000122952
ITPA,ENSG00000125877
,ENSG00000280060
IFITM8P,ENSG00000215096
,ENSG00000276418
DGKZP1,ENSG00000179611
MIR8075,ENSG00000277942
LDHBP1,ENSG00000232662
LAMP1,ENSG00000185896
C8orf34,ENSG00000165084
ARHGAP28,ENSG00000088756
,ENSG00000249099
GRTP1,ENSG00000139835
,ENSG00000280159
CDH18,ENSG00000145526
EI24P3,ENSG00000280781
MATK,ENSG00000007264
,ENSG00000281707
ZKSCAN7,ENSG00000281894
STK38L,ENSG00000211455
CAPZA1P3,ENSG00000213698
VDAC1P1,ENSG00000073905
KLHL7,ENSG00000122550
RPL6P29,ENSG00000236243
WBP11P3,ENSG00000228051
IGBP1-AS2,ENSG00000220925
USP37P1,ENSG00000270826
,ENSG00000271322
,ENSG00000276892
RPS7P14,ENSG00000213695
FOXN3P2,ENSG00000226753
,ENSG00000271205
MAGEE1,ENSG00000198934
ATG4AP1,ENSG00000232735
,ENSG00000271094
BUD31P2,ENSG00000229661
,ENSG00000258394
,ENSG00000258424
CCDC85C,ENSG00000205476
PAICSP7,ENSG00000232293
RPSAP8,ENSG00000230592
,ENSG00000270745
,ENSG00000206062
,ENSG00000276434
,ENSG00000271157
DCUN1D2,ENSG00000150401
MRPS22P1,ENSG00000271056
SRSF9P1,ENSG00000214867
,ENSG00000273199
,ENSG00000228107
ERVH48-1,ENSG00000233056
,ENSG00000230478
RNF19BPX,ENSG00000227434
RTL3,ENSG00000179300
LIPI,ENSG00000188992
POMPP1,ENSG00000236870
BRAFP1,ENSG00000224775
SERBP1P4,ENSG00000230275
USP12PX,ENSG00000226081
PDK1P2,ENSG00000233446
KRTAP10-9,ENSG00000221837
FECHP1,ENSG00000235534
,ENSG00000225012
ERG,ENSG00000157554
TBX22,ENSG00000122145
MMUT,ENSG00000146085
,ENSG00000270002
ZCWPW2,ENSG00000206559
,ENSG00000233258
,ENSG00000270352
NUTM2A,ENSG00000184923
,ENSG00000253423
CA3,ENSG00000164879
BLMH,ENSG00000108578
NEO1,ENSG00000067141
LIN54,ENSG00000189308
,ENSG00000279666
CDH8,ENSG00000150394
RNU1-16P,ENSG00000202347
TMCO3,ENSG00000150403
REXO1L5P,ENSG00000277436
TRAM2,ENSG00000065308
RLIG1P3,ENSG00000250962
DPPA3P9,ENSG00000253581
MOK,ENSG00000080823
HNF4G,ENSG00000164749
,ENSG00000287087
SLC15A5,ENSG00000188991
RAB5CP1,ENSG00000213731
NDUFA8P1,ENSG00000271710
,ENSG00000280166
CDH12,ENSG00000154162
ANXA11,ENSG00000122359
FTH1P5,ENSG00000230204
,ENSG00000271338
,ENSG00000256004
,ENSG00000216687
,ENSG00000237530
GYS2,ENSG00000111713
TGIF2LX,ENSG00000153779
PGK2,ENSG00000170950
RNU6-1019P,ENSG00000201294
UBE2V1P1,ENSG00000226632
,ENSG00000201346
ADH5P4,ENSG00000233859
,ENSG00000274364
RBBP4P3,ENSG00000276290
HM13-IT1,ENSG00000235313
NANOGP3,ENSG00000271373
RNU6-384P,ENSG00000201770
MIR3193,ENSG00000264395
COX4I2,ENSG00000131055
RPL37P15,ENSG00000216365
PRR11P1,ENSG00000271162
RPL21P17,ENSG00000214073
TBC1D22B,ENSG00000065491
,ENSG00000287623
MTND4LP9,ENSG00000227795
ARPP21-AS1,ENSG00000230830
,ENSG00000251038
RPS8P6,ENSG00000231660
PLCL2,ENSG00000154822
ST13P18,ENSG00000234322
ACTR3P2,ENSG00000232267
KRT18P11,ENSG00000215089
NBDY,ENSG00000204272
ELOVL5,ENSG00000012660
,ENSG00000213791
BPNT2,ENSG00000104331
DLGAP5P2,ENSG00000237873
KIF4CP,ENSG00000225025
ZKSCAN7-AS1,ENSG00000281456
ZNF660,ENSG00000280661
ABALON,ENSG00000281376
OOEPP1,ENSG00000270759
HMGB1P32,ENSG00000226837
TPX2,ENSG00000088325
SH3BGRL,ENSG00000131171
REXO1L11P,ENSG00000275928
RPL13AP18,ENSG00000241746
MPRIPP1,ENSG00000280795
HIGD1AP18,ENSG00000253952
,ENSG00000276098
,ENSG00000250524
NPM1P6,ENSG00000213881
,ENSG00000276916
,ENSG00000276248
HMGB1P47,ENSG00000249338
,ENSG00000255347
,ENSG00000254383
,ENSG00000271410
TFDP1,ENSG00000198176
ZNF197,ENSG00000281709
PAUPAR,ENSG00000281880
,ENSG00000286647
RLIG1P1,ENSG00000250480
RELCH,ENSG00000134444
,ENSG00000270495
AKTIPP2,ENSG00000226432
STAU2,ENSG00000040341
RAB3C,ENSG00000152932
,ENSG00000254564
DBX1,ENSG00000109851
BORCS5,ENSG00000165714
,ENSG00000229830
FKBP4P8,ENSG00000276457
,ENSG00000287800
RAD23B,ENSG00000119318
,ENSG00000255525
PNPT1P1,ENSG00000229241
BBOX1,ENSG00000129151
AHR,ENSG00000106546
RAD18,ENSG00000070950
GTF3C6P1,ENSG00000215085
LINC00603,ENSG00000250048
,ENSG00000236190
,ENSG00000270857
TRAPPC13P1,ENSG00000235447
,ENSG00000250319
,ENSG00000279437
CSGALNACT2P1,ENSG00000182574
MGST1,ENSG00000008394
HK2P1,ENSG00000228612
,ENSG00000250747
,ENSG00000251294
ATP5MC2P4,ENSG00000228847
TRMT2B,ENSG00000188917
EMB,ENSG00000170571
RNF8,ENSG00000112130
RPL21P87,ENSG00000228053
DEPDC1P2,ENSG00000232486
COQ7,ENSG00000167186
HNRNPA1P15,ENSG00000214761
RPS20P24,ENSG00000236862
,ENSG00000225360
,ENSG00000261020
PHB1P7,ENSG00000213711
ADPRHL1,ENSG00000153531
LMX1B,ENSG00000136944
,ENSG00000265356
KRTAP10-4,ENSG00000215454
NSRP1,ENSG00000126653
TRPM2,ENSG00000142185
,ENSG00000280907
ZNF35,ENSG00000281306
,ENSG00000287227
LUZP2,ENSG00000187398
,ENSG00000230485
SEPTIN5,ENSG00000184702
,ENSG00000285552
ELOVL7,ENSG00000164181
,ENSG00000229949
,ENSG00000256564
ZC3H13,ENSG00000123200
CLEC6A,ENSG00000205846
TWIST1,ENSG00000122691
,ENSG00000251373
TIAL1P1,ENSG00000270306
THAP9,ENSG00000168152
OR2U1P,ENSG00000204697
,ENSG00000279022
CENPQ,ENSG00000031691
MALSU1,ENSG00000156928
N4BP2L2-IT2,ENSG00000281026
NEK5,ENSG00000197168
,ENSG00000281102
BRDTP1,ENSG00000271209
SOCS5P3,ENSG00000280872
LRRFIP2P1,ENSG00000237014
NDUFA5P7,ENSG00000234039
,ENSG00000285854
ITGA9,ENSG00000144668
ZNF502,ENSG00000281448
EEF1A1P16,ENSG00000213235
,ENSG00000203262
LEISA1,ENSG00000270607
,ENSG00000226010
SUPT4H1P2,ENSG00000246115
TEX13B,ENSG00000170925
,ENSG00000242729
RPL23AP66,ENSG00000243141
TIMM17BP1,ENSG00000256756
,ENSG00000257237
FJX1,ENSG00000179431
,ENSG00000285724
NOD1,ENSG00000106100
,ENSG00000254606
RUNX2,ENSG00000124813
SYT10,ENSG00000110975
,ENSG00000255186
,ENSG00000254627
,ENSG00000279004
,ENSG00000279502
OR4C13,ENSG00000258817
LINC01520,ENSG00000230962
,ENSG00000282914
HNRNPDLP1,ENSG00000226307
C3orf49P1,ENSG00000226119
VDAC1P3,ENSG00000234702
,ENSG00000265973
,ENSG00000251427
,ENSG00000286445
GSG1L,ENSG00000169181
,ENSG00000235279
XRCC6P5,ENSG00000215070
,ENSG00000280134
MAGEE2,ENSG00000186675
MINPP1,ENSG00000107789
GTF2IP11,ENSG00000255199
TERF1P4,ENSG00000215102
,ENSG00000254725
,ENSG00000244669
SERBP1P1,ENSG00000213740
ANKRD33BP5,ENSG00000255111
LARP1BP1,ENSG00000231442
CCNB1IP1P3,ENSG00000231001
GK2,ENSG00000196475
NT5DC1P1,ENSG00000237381
OR4C14P,ENSG00000233301
SLC6A14,ENSG00000268104
NAV2-AS5,ENSG00000255043
,ENSG00000240627
SUCLG2P4,ENSG00000249226
,ENSG00000255563
,ENSG00000248744
,ENSG00000249890
,ENSG00000251062
RPS17P11,ENSG00000244621
RRAS2,ENSG00000133818
LINC00575,ENSG00000231782
ITGA1,ENSG00000213949
,ENSG00000249111
ZNF501,ENSG00000281661
,ENSG00000249105
MTND3P22,ENSG00000248946
,ENSG00000249831
STAP1,ENSG00000035720
RPL36AP6,ENSG00000231293
,ENSG00000278077
,ENSG00000270807
DAPK1,ENSG00000196730
FARSBP1,ENSG00000231060
TFAM,ENSG00000108064
EPS8,ENSG00000151491
,ENSG00000286077
XK,ENSG00000047597
ATP5MFP7,ENSG00000230801
,ENSG00000224560
RPL35P10,ENSG00000266944
MYLK2,ENSG00000101306
ATP10D,ENSG00000145246
,ENSG00000267148
XPO4,ENSG00000132953
MRPL54,ENSG00000183617
SERPINA7P1,ENSG00000227657
,ENSG00000229090
RPL34P36,ENSG00000270446
RANBP1P1,ENSG00000228519
,ENSG00000289617
AP2B1P1,ENSG00000234130
KIAA1143,ENSG00000281665
MYCBP2,ENSG00000005810
EIF4HP1,ENSG00000233830
ARHGAP6,ENSG00000047648
ZC3H7A,ENSG00000122299
SP4,ENSG00000105866
DOHH,ENSG00000129932
KIF15,ENSG00000280610
NXN,ENSG00000167693
DHRS4,ENSG00000284807
,ENSG00000283549
ITGB8,ENSG00000105855
,ENSG00000292270
DHRS4L1,ENSG00000284898
,ENSG00000260509
MYDGF,ENSG00000074842
MRPL3P1,ENSG00000215349
PARP4P2,ENSG00000224976
CCNQP3,ENSG00000231184
,ENSG00000229791
SLC25A15P2,ENSG00000237164
RPS3AP5,ENSG00000178429
ZNF532,ENSG00000074657
PPIAP30,ENSG00000206448
CYCSP32,ENSG00000223625
FAM133CP,ENSG00000183055
MRPS31P2,ENSG00000232894
ESRRAP1,ENSG00000215572
GRID1,ENSG00000182771
THRB-IT1,ENSG00000224822
GOLM2P1,ENSG00000238132
MPHOSPH8,ENSG00000196199
PSMC1,ENSG00000100764
SDAD1P3,ENSG00000227707
RPL34P11,ENSG00000230480
SRGAP3-AS3,ENSG00000227929
ANKRD33BP6,ENSG00000254547
LINC02011,ENSG00000260902
THAP12P4,ENSG00000254465
OR4A49P,ENSG00000254472
OR2BH1P,ENSG00000272882
EFHB,ENSG00000163576
,ENSG00000279675
FOXS1,ENSG00000179772
MTMR9P1,ENSG00000218337
NUFIP1P1,ENSG00000218890
RBBP4P4,ENSG00000214561
SPON1,ENSG00000262655
CRISP2,ENSG00000124490
BCL2L1,ENSG00000171552
,ENSG00000284874
PSPC1-AS2,ENSG00000226352
PSPC1,ENSG00000121390
RPS2P52,ENSG00000213726
GP1BB,ENSG00000203618
PDE4A,ENSG00000065989
RN7SL166P,ENSG00000275014
ST6GALNAC4P1,ENSG00000233469
WDFY2,ENSG00000139668
LINC02671,ENSG00000224714
,ENSG00000224412
,ENSG00000285846
,ENSG00000236606
RSU1P3,ENSG00000213659
WARS2P1,ENSG00000227209
,ENSG00000266987
RPL24P2,ENSG00000235065
EIF2S2P3,ENSG00000236493
,ENSG00000265697
NPAP1P3,ENSG00000237740
KIZ,ENSG00000088970
GNB1L,ENSG00000185838
MYOF,ENSG00000138119
,ENSG00000265453
,ENSG00000266919
,ENSG00000235464
LINC02888,ENSG00000236318
,ENSG00000255110
EIF4A2P5,ENSG00000255490
IGF2BP3,ENSG00000136231
MTND5P21,ENSG00000255123
,ENSG00000255271
H3-4,ENSG00000285435
CBX3P8,ENSG00000254496
TRIM51DP,ENSG00000255190
OR5D15P,ENSG00000255019
RPL23AP15,ENSG00000284795
AP2B1,ENSG00000006125
,ENSG00000255550
,ENSG00000214883
OR4A19P,ENSG00000254940
PHKG1P3,ENSG00000236919
H2AC25,ENSG00000284841
,ENSG00000255086
,ENSG00000277803
,ENSG00000254686
OR5L2,ENSG00000205030
H2BC26,ENSG00000285449
PRDX4P1,ENSG00000248987
,ENSG00000286363
NPM1P41,ENSG00000248543
MIR4666A,ENSG00000284998
H2BC27P,ENSG00000285234
SPRING1P3,ENSG00000261748
,ENSG00000285050
FOLH1,ENSG00000086205
SGO1,ENSG00000129810
,ENSG00000258380
